x,y,z
-0.13503565499487633,-0.028903734143103568,-0.15848398419999227
-0.06159230592780806,-0.37872293339075713,0.042658741474587716
0.00024109507244484738,-0.16341772621363815,0.13184913368648102
0.18751402752531168,-0.32151197287379485,-0.15254495571324286
-0.15382846995745966,-0.18798062022177295,0.1658949683863497
-0.038765227754560705,-0.05290296826212215,-0.4007724728813507
0.1270836060418453,-0.24785167897069452,0.011986526053265651
0.05547538759163834,0.2721317191677302,-0.26176407982382244
-0.6039024311641651,0.03676990895073897,0.36010223630217075
0.24778927058788747,0.04193188305492516,-0.09832723712640948
0.16142451932746207,-0.19470923994089373,0.09527155387124386
0.10109403183332538,0.21204198149977596,0.5519320077822155
0.07848319343575341,-0.10179272514149976,-0.005114862438398888
-0.35381518097782366,-0.13894262621781164,-0.08185648762262081
-0.10481767958691851,0.0304709744067444,-0.16448398647644014
0.2242061334648943,4.141298363941877e-05,-0.0018600642277228836
-0.06557894330258357,0.03103813677179583,0.16501965293352694
-0.17342604314218008,-0.13162329781505133,-0.06074520575533293
-0.269174184694643,-0.16385157194429956,-0.09524417470893182
0.1748778361425455,0.052512265800385,0.03871798227350887
0.17017959243359446,-0.02747435767987933,0.07809296998577792
-0.020644350586499247,0.05307246987992569,-0.11655173152231642
-0.48776343165528585,-0.02685583243726083,0.28454962721998805
0.1852430804483185,0.19307949691823414,0.24722614436124357
0.01773151819228749,0.039463141481119124,-0.12353037908687003
-0.06321457120540995,0.12315422995422831,0.24077688743376324
-0.02788925513619991,-0.09003785297028233,0.00010559177131945857
0.12024134978582297,-0.28877096322670837,-0.45923619062744764
-0.11010736989831671,-0.24414248518283174,-0.10162803952946219
-0.029556063763494306,-0.09064968180460269,0.2904935068941491
0.06534895292046401,0.06009487192216567,0.1244414288086804
-0.22776662355615385,0.20782235748405375,-0.015152857307091977
0.1340961234482425,-0.2143714466080311,-0.3107517532032129
0.16357793160500575,0.07528190521950333,-0.18041031087150208
-0.1739326162549389,0.22508695688295388,-0.23788237857346559
0.3285345906511927,-0.18012414692957376,0.1276783851216766
-0.06572369514979692,0.12063748621646862,-0.10882280042283853
-0.03255858121445884,0.008183835079144226,-0.20043749115629456
0.14816486908402518,-0.10264271329431705,-0.04571998306800372
-0.19886987492170247,-0.5124667317590621,-0.038205552520033804
0.4825230843225832,0.15692085757960478,-0.003852075946878928
-0.052578165841653535,0.004493178562409276,0.109423823035042
-0.23616256306176897,0.22286433893377444,0.1430762630882488
0.1436371451415869,0.08769514776194547,0.003923331538797981
0.134572247193364,0.11836282674827561,-0.07080814218820476
-0.1147203545793802,0.02037125905239734,0.30980403029903747
-0.24782141513078018,-0.293505053150488,0.03295216824730335
0.010177540371203614,0.034668332874081643,0.04879063958170005
-0.04464045092696103,0.29797268772041646,-0.3201807956953031
-0.1656994049560492,-0.020650952029809478,-0.32863776223083346
-0.035170880886414235,0.3322940331456037,0.004177297659192358
0.0461401811437367,-0.25203295303451606,-0.1232722816078955
-0.0750392760647874,-0.06354301935124682,0.25632875900075375
0.1115382121450249,-0.2222915913874064,0.04930095568640098
0.09964434969935704,0.2280298077042533,0.3161081373136747
-0.20301883836557374,-0.16217150224206767,-0.2515155717829233
-0.04680397182139628,0.09327167488926691,0.19746690331782038
-0.015190204728504554,-0.06396950465096879,0.030351598449748076
-0.16702858032600462,0.4179077443389547,-0.32153220542361177
0.03694811577914489,0.4047212438459279,0.0013599689119995538
-0.0380078070002989,-0.07148908456208544,-0.03607833635248157
0.27456969493530603,-0.44237238226590136,0.3066867402592651
-0.28479143049002903,-0.05333046584688296,-0.08584888405973237
0.11771065395414396,-0.3196248703767495,0.09243453321638857
0.40486192465737053,-0.2726348009185621,0.037941233522079135
-0.13239643555932182,0.08517744123860715,0.003829555483150412
-0.12829738180886194,0.0975744569742148,0.3608696219573486
-0.03818075834545974,0.14395158842963637,-0.25865459157423276
-0.19128727536360177,0.09448125557607548,0.296823205707193
0.071122669757132,-0.06261160610463087,-0.00014171891532918345
-0.2500815467939435,0.12090306527107336,0.17646661246468184
-0.09041806656661608,-0.09400842955190031,0.0531756459304097
-0.08734394720811911,-0.013226522925164491,0.4199443578333031
-0.049405140149199334,-0.07166803040424445,-0.12950836112703185
0.14883839429998735,-0.0362448346436206,-0.1298746076642852
0.2642608064546024,0.28392060090272747,-0.12008471314774104
-0.37330799027212325,0.20150273796738444,-0.1369259651520008
0.15812511983255373,-0.39402076354236715,0.17851946765986185
-0.24223438585615625,0.1461528238133049,0.0028546135672868215
-0.190787883879329,-0.0814072625853561,0.13726369139134018
