0.3718400562,208.9354661
1.045226373,215.3238083
1.124515502,216.3705468
1.366410588,11.42308967
1.467501388,11.00777351
1.540960044,16.52691634
10.63595372,214.9582956
10.79789813,207.0395724
10.90826425,219.3591952
10.94662338,214.6137213
101.148646,17.07436101
101.9736977,145.6540812
103.5280829,108.135208
104.5557824,131.1917626
106.143303,18.32505525
106.5123282,116.4261049
108.0520676,14.70287837
11.02710281,207.2907508
11.93732695,88.68514029
12.01452699,211.9598295
12.24179739,209.1320023
12.57126664,210.4918519
12.63307738,220.7241546
120.4345654,12.7502304
121.9507029,20.3877668
125.0458134,190.8824461
125.0653511,19.64270271
125.2706771,19.70211709
125.548241,0.2397320222
125.8743534,53.58977809
126.6993243,33.90669664
126.7338251,197.0327429
127.0185501,9.67983573
127.4388215,181.5496152
127.4611697,175.2394573
127.4888952,37.57721968
128.1226656,50.23233199
128.477874,10.48438568
128.7619629,8.839026133
128.7679508,30.53378924
128.859165,188.59539
128.8753032,36.51892458
128.8864213,44.20190314
128.9748281,18.53711027
129.0954477,178.4145344
129.1745167,200.3313208
129.2125145,38.30085556
129.2670348,194.7438674
129.3341739,292.3253255
129.3596383,266.1938588
129.3708316,10.26149103
129.3992438,53.25236371
129.4068339,267.9469239
129.4969217,8.160519047
129.6085068,26.54145708
129.860195,8.881220487
129.8622207,56.70149678
129.9206205,43.21158347
129.9771545,48.77458836
13.13090975,63.81565093
13.27408709,92.94707784
13.33703239,204.7647585
13.34309409,214.4084774
13.37416801,199.6733904
13.38828225,204.619544
130.2539485,188.901779
130.3006406,290.8289646
130.4679775,275.7003033
130.5104649,17.0412202
130.5282721,56.69230248
130.6366209,55.84945653
130.6640159,173.250611
130.7430766,33.55864701
130.7686097,276.3503803
130.9877964,29.12274136
131.0169522,187.1847616
131.0711421,22.53027876
131.3234967,43.03837277
131.3556582,37.28713464
131.4973973,183.2689171
131.6074889,47.51128535
131.6856666,188.1334009
131.9554632,45.52616442
132.0108651,277.9437722
132.1322287,22.59006188
132.1427983,292.2909042
132.1612482,32.4889558
132.3151897,33.79511959
132.3577475,186.6706365
132.6055846,27.73394769
132.6389271,70.77787663
132.8131553,6.82343898
132.8720032,9.95342728
133.0568446,51.62139601
133.2569696,49.78648807
133.3840349,29.0932022
133.3965758,10.31479186
133.428459,19.66018442
133.7145627,22.62912498
133.7531589,54.08709877
133.9063456,178.581693
134.2699607,40.70977753
134.2784859,178.9700569
134.3042435,24.74179373
134.3555058,66.81176834
134.6783092,8.34875007
134.7628656,49.55959203
134.9317537,9.054440425
134.933802,186.6262987
134.9636918,57.49323961
134.9888799,18.17395133
135.0666965,28.89066241
135.1497915,8.108677068
135.158258,42.26999442
135.2286896,23.72055693
135.2559623,185.7242629
135.262475,284.5480336
135.4758335,59.12372581
135.6094849,56.79943235
135.6182252,177.0450473
135.8971962,173.1586293
135.9032168,175.6616872
135.9574506,38.24305376
135.9647364,13.55347568
135.9752911,55.86719837
136.5612752,65.13598178
136.7861365,1.050149691
136.8615805,40.79581213
137.0369871,14.34474347
137.2296362,187.327923
137.2758059,14.81011945
137.4850056,184.1418572
137.5763491,55.96514314
137.6362526,33.44006304
137.8812611,74.46214596
137.9588089,272.1815824
138.0009555,287.6163212
138.2001491,286.674967
138.5800245,56.20478744
138.7137007,40.53573187
138.7395529,55.35229832
138.77474,40.04392598
138.7986739,196.176039
138.8031684,55.86975658
138.8247108,63.38446577
138.8906867,183.0572784
138.9727744,162.4527376
139.0110626,9.370736607
139.0370366,53.08477824
139.0672159,7.639104218
139.4925661,1.635754371
